Conta Gerencial;Exemplo de Uso
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA FF 1,20 X 1200 
NG Mercadoria Revenda GMR;BOBINA FF 1,20 X 1200 
NG Mercadoria Revenda GMR;BOBINA FF 1,20 X 1200 
NG Mercadoria Revenda GMR;BOBINA FF 1,20 X 1200 
NG Mercadoria Revenda GMR;BOBINA FF 1,20 X 1200 
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVANIZADA 0,47 X 1200  AZ 80
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,38 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,35 X 1200 AZM 150
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,35 X 1200 AZM 150
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,40 X 1200 YEL
NG Mercadoria Revenda GMR;BOBINA GALVALUME 0,40 X 1200 YEL
NG Mercadoria Revenda GMR;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda GMR;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME 0,47 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda Nova Steel;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda Nova Steel;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda Nova Steel;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda Nova Steel;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda Nova Steel;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
NG Mercadoria Revenda TGN;BOBINA GALVALUME  0,40 X 1200 AZM 120
RSV Revenda;BOBINA GALVANIZADA 0,40 X 1200  AZ 80
RSV Revenda;BOBINA GALVANIZADA 0,80 X 1200 
RSV Revenda;BOBINA ZN 0,95 X 1200
RSV Revenda;BOBINA GALVALUME 0,35 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME 0,35 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME 0,35 X 1200 AZM 150
RSV Revenda;BOBINA ZN 0,40 X 1200 (MM)
RSV Revenda;BOBINA GALVALUME 0,35 X 1200 AZM 150
RSV Revenda;BOBINA GL 0,40 X 1200 (MM) 
RSV Revenda;BOBINA ZN 0,40 X 1200 (MM)
RSV Revenda;BOBINA GALVALUME 0,35 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME 0,47 X 1200 AZM 150
RSV Revenda;TUBO QD BQ 100 X 100 X 1,50 X 6000
RSV Revenda;TUBO QD BQ 80 X 80 X 1,50 X 6000
RSV Revenda;TB RET FQ 100 X 50 X 1,50 X 6000
RSV Revenda;TB RT FF 50X30X1,20X6000
RSV Revenda;BOBINA GALVALUME 0,38 X1200 X AZM 150
RSV Revenda;BOBINA FF 1,20 X 1200 
RSV Revenda;BOBINA FF 1,50 X 1200
RSV Revenda;BOBINA FF 0,90 X 1200 (MM) 
RSV Revenda;CH FF 1,50 X 1200 X 3000
RSV Revenda;BOBINA GALVALUME 0,47 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME 0,47 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME 0,47 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME 0,47 X 1200 AZM 150
RSV Revenda;TB RED FF 38,10X1,20X6000
RSV Revenda;TB RT FF 50X30X1,20X6000
RSV Revenda;CH FF 1,50 X 1200 X 2500
RSV Revenda;TB RED FF 19,05X0,75X6000
RSV Revenda;TB RT FF 30X20X0,90X6000
RSV Revenda;TB RT FF 50X30X0,90X6000
RSV Revenda;TB QD FF 40X40X1,06X6000
RSV Revenda;TB RT FF 30X20X1,06X6000
RSV Revenda;TB RT FF 50X30X1,06X6000
RSV Revenda;TB RED FF 19,05X0,75X6000
RSV Revenda;TB RT ZN 60X40X1,25X6000
RSV Revenda;TB RT ZN 60X40X1,55X6000
RSV Revenda;CH FF 1,20 X 1200 X 3000
RSV Revenda;CH FF 1,50 X 1200 X 3000
RSV Revenda;CH FF 1,20 X 1200 X 3000
RSV Revenda;CH FF 0,90 X 1200 X 3000
RSV Revenda;TB RT FF 50X30X1,20X6000
RSV Revenda;CH FF 0,90 X 1200 X 3000
RSV Revenda;BOBINA GALVALUME  0,40 X 1200 AZM 150
RSV Revenda;TB RT FF 50X30X1,20X6000
RSV Revenda;BOBINA GALVALUME  0,40 X 1200 AZM 150
RSV Revenda;BOBINA GALVALUME  0,40 X 1200 AZM 150
RSV Revenda;TB RT FF 80X40X1,50X6000
RSV Revenda;TB RT FF 80X40X1,50X6000
RSV Revenda;CH FF 1,20 X 1200 X 3000
RSV Serviço Industrialização;"0619087 SAPATILHO LEVE CABO ACO 1/4"" GLV"
RSV Serviço Industrialização;0610921 ESTICADOR M10 OLHAL/OLHAL GLV - DIN 1480 
RSV Serviço Industrialização;"0619067 CABO ACO 1/4"" 6X19 AA GLV"
RSV Serviço Industrialização;"0619117 PRENSA CABO ALUMINIO PARA CABOS DE ACO DE 1/4""-DIN3093-T8-PRC-06"
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;CJM CABO DE AÇO TORRE REBOQUE 
RSV Serviço Industrialização;8503577 CABO VERTICAL BALANÇO PIVO ALTO 
RSV Serviço Industrialização;PCRA
RSV Serviço Industrialização;PCRA
RSV Serviço Industrialização;PERFIL VJ-2 C/ 1,0 M
RSV Serviço Industrialização;PERFIL VJ-2 C/ 1,5 M
RSV Serviço Industrialização;PERFIL VJ-2 C/ 2,0 M
RSV Serviço Industrialização;PERFIL VJ-2 C/ 2,5 M
RSV Serviço Industrialização;PERFIL VJ-2 C/ 3,0 M
RSV Serviço Industrialização;"""TIRA DE CHAPA # 2,65"""" X 50 X 1200 MM"""
RSV Serviço Industrialização;CHAPA 3/16
RSV Serviço Industrialização;Corte Laser 
RSV Serviço Industrialização;Dobra
RSV Serviço Industrialização;CHAPA LQ A36 8X1500X3000
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;EMBALAGEM PARA RADIADORES
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;RACK METALICO
RSV Serviço Industrialização;RACK METALICO
RSV Serviço Industrialização;RACK METALICO
RSV Serviço Industrialização;EMBALAGEM PARA RADIADORES
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RSV Serviço Industrialização;CLAMP ACCESSORY PACK
RU Uniforme;CAMISA MC DOPTEX TAMANHO : NORMAL
RU Uniforme;CALÇA OXFORD SOCIAL PROFISSIONAL TAMANHO: NORMAL
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;UNIFORME 
RU Uniforme;CAMISA MC DOPLEX TAMANHO NORMAL
RU Uniforme;CAMISETA MCURTA LISO TAMANHO M
RU Uniforme;CAMISETA MLONGA LISO TAMANHO:TU
RU Uniforme;CALÇA SOCIAL FEMININA TWO WAY TAMANHO:TU
RU Uniforme;CAMISA MLONGA DOPLEX NATURAL FIT TAMANHO:N 1
RU Uniforme;CAMISETA M CURTA LISO TAMANHO P
RU Uniforme;CAMISETA M LONGA LISO TAMANHO P
RU Uniforme;CALÇA SOCIAL FEMININA TWO WAY TAMANHO:TU
RU Uniforme;CAMISA M/C
RU Uniforme;CAMISA MC PLUS
RU Uniforme;CAMISA M.LONGA
RU Uniforme;CAMISA PROF M/L 6
RU Uniforme;CAMISETA
RU Uniforme;CAMISETA
RU Uniforme;CALÇA SOCIAL
RU Uniforme;CAMISA PROF M/C BRIM PESADO COM 1 BOLSO PEITO - AZUL ROYAL - SILK TREINAMENTO NAS COSTAS
RU Uniforme;CAMISA PROF M/C BRIM PESADO COM 1 BOLSO PEITO - AZUL ROYAL - SILK TREINAMENTO NAS COSTAS
